,Unnamed: 0,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
1216,1216,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.00115671047505375,0.0,0.333333335,0.0,0.0,Mar,2,4,1,7,Returning_Visitor,False,False
1217,1217,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.011347517730496455,0.009581939475783093,0.0,0.07142857,0.0,0.0,Mar,3,3,1,2,New_Visitor,True,False
1218,1218,0.3333333333333333,0.24976626431355248,0.16666666666666666,0.15278798870754298,0.04680851063829788,0.009316357559611587,0.0,0.023255815,0.0,0.0,Mar,2,2,1,10,New_Visitor,False,False
1219,1219,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00851063829787234,0.007753086427387298,0.0,0.1,0.21549976122690032,0.0,Mar,1,2,9,2,Returning_Visitor,True,True
1220,1220,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.005673758865248227,0.0007893767431110051,0.0,0.083333335,0.0,0.0,Mar,2,2,9,2,Returning_Visitor,False,False
1221,1221,0.1111111111111111,0.03877736107066696,0.041666666666666664,0.04313091212076655,0.06666666666666667,0.028358294360958138,0.0,0.010416665,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,True,False
1222,1222,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.012765957446808512,0.003423237757253666,0.0,0.166666665,0.0,0.0,Mar,2,2,6,3,Returning_Visitor,True,False
1223,1223,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.005673758865248227,0.0016100159314937333,0.0,0.25,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
1224,1224,0.07407407407407407,0.008235899698507245,0.0,0.00039209920109787774,0.03262411347517731,0.01999375477008545,0.0,0.041666665,0.0,0.0,Mar,2,2,2,2,New_Visitor,True,False
1225,1225,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.00040641178853239863,0.0,0.333333335,0.0,0.0,Mar,1,1,4,1,Returning_Visitor,False,False
1226,1226,0.0,0.0002941392749466873,0.08333333333333333,0.17487624368965346,0.05390070921985816,0.01559240510017014,0.004273505,0.082722835,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
1227,1227,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00851063829787234,0.001102001195828235,0.0,0.166666665,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,False,False
1228,1228,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.056737588652482275,0.023935285979860613,0.025641025,0.148979105,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,False,False
1229,1229,0.07407407407407407,0.003823810574306935,0.0,0.00039209920109787774,0.060992907801418444,0.04058304558595842,0.045454545,0.12689393999999998,0.0,0.0,Mar,2,4,7,1,Returning_Visitor,False,False
1230,1230,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.01702127659574468,0.007385752695444553,0.083333335,0.333333335,0.0,0.0,Mar,1,1,6,3,Returning_Visitor,False,False
1231,1231,0.4074074074074074,0.08313286341642769,0.0,0.00039209920109787774,0.07659574468085106,0.014453812284453227,0.0,0.06130933499999999,0.01423764464329254,0.0,Mar,1,1,7,2,Returning_Visitor,False,False
1232,1232,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.014184397163120569,0.0024072082859226693,0.1,0.2,0.0,0.0,Mar,1,1,4,1,Returning_Visitor,True,False
1233,1233,0.3333333333333333,0.047356423266416654,0.0,0.00039209920109787774,0.06808510638297872,0.06169656599872352,0.036363635,0.057575760000000004,0.056179983497677326,0.0,Mar,2,6,1,8,Returning_Visitor,True,True
1234,1234,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.03687943262411348,0.01015091597972845,0.0,0.09000000000000001,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,True,False
1235,1235,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.007092198581560284,0.0008909796902441048,0.2,0.4,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,True,False
1236,1236,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,False,False
1237,1237,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.029787234042553193,0.004126642775867433,0.04761905,0.154761905,0.0,0.0,Mar,2,6,1,3,Returning_Visitor,False,False
1238,1238,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00851063829787234,0.0030324571913571286,0.0,0.166666665,0.0,0.0,Mar,4,1,3,3,Returning_Visitor,True,False
1239,1239,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.0006096176827985981,0.5,0.6111111100000001,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False
1240,1240,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.011347517730496455,0.001828853048395794,0.125,0.5,0.0,0.0,Mar,2,4,5,1,Returning_Visitor,False,False
1241,1241,0.1111111111111111,0.009510503222295758,0.0,0.00039209920109787774,0.04680851063829788,0.016864042284227936,0.0078125,0.09765625,0.0,0.0,Mar,3,2,6,2,Returning_Visitor,False,False
1242,1242,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.007092198581560284,0.004178746850799263,0.2,0.4,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,False,False
1243,1243,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.00028136200744550673,0.0,0.166666665,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False
1244,1244,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.0010707387505565118,0.0,0.333333335,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,True,False
1245,1245,0.1111111111111111,0.024119420545628354,0.041666666666666664,0.00039209920109787774,0.03971631205673759,0.00782603213354236,0.0,0.11111111000000001,0.0,0.0,Mar,2,6,1,1,Returning_Visitor,False,False
1246,1246,0.037037037037037035,0.0019119052871534672,0.0,0.00039209920109787774,0.009929078014184398,0.004486160896492247,0.125,0.25,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False
1247,1247,0.14814814814814814,0.024119420545628354,0.0,0.00039209920109787774,0.011347517730496455,0.0017777166196118698,0.0,0.1,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,False,False
1248,1248,0.037037037037037035,0.005588646223987059,0.0,0.00039209920109787774,0.03404255319148936,0.02457228198357426,0.0,0.083333335,0.0,0.0,Mar,2,2,2,3,Returning_Visitor,False,False
1249,1249,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.015602836879432626,0.00378275587787848,0.0,0.09090909,0.0,0.0,Mar,2,2,5,1,Returning_Visitor,False,False
1250,1250,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.015602836879432626,0.00293866985554196,0.15909091,0.34090908999999997,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
1251,1251,0.1111111111111111,0.02706081329509523,0.08333333333333333,0.13292162917218053,0.015602836879432626,0.0070653126314093925,0.0,0.033333335,0.12646485731189303,0.0,Mar,2,2,1,10,New_Visitor,False,True
1252,1252,0.07407407407407407,0.02544304728288845,0.0,0.00039209920109787774,0.059574468085106386,0.027237144917400972,0.0,0.01025641,0.07498828342365728,0.0,Mar,2,10,1,1,Returning_Visitor,False,False
1253,1253,0.037037037037037035,0.012647988822707554,0.08333333333333333,0.03195608488947703,0.06524822695035462,0.013125277126434586,0.0,0.077083335,0.0,0.0,Mar,2,2,1,10,Returning_Visitor,False,False
1254,1254,0.18518518518518517,0.010981199597029196,0.125,0.021173356859285397,0.03120567375886525,0.006361907612795626,0.012820515,0.06730769,0.0,0.0,Mar,4,1,1,1,Returning_Visitor,False,False
1255,1255,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.025531914893617023,0.006849406368751556,0.055555555000000006,0.034391534999999994,0.0,0.0,Mar,1,1,7,9,Returning_Visitor,True,False
1256,1256,0.07407407407407407,0.010000735348187368,0.0,0.00039209920109787774,0.03971631205673759,0.01406028476095741,0.0,0.066666665,0.0,0.0,Mar,2,10,6,10,Returning_Visitor,False,False
1257,1257,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.02695035460992908,0.0033880675063229773,0.0,0.10526316000000001,0.0,0.0,Mar,2,2,3,10,Returning_Visitor,False,False
1258,1258,0.25925925925925924,0.03272299433781896,0.0,0.00039209920109787774,0.028368794326241138,0.004182654656458229,0.055555555000000006,0.19876543,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
1259,1259,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00851063829787234,0.008550278781816235,0.0,0.2,0.098102700435386,0.0,Mar,2,2,3,1,Returning_Visitor,False,True
1260,1260,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.02269503546099291,0.03371654722555323,0.09375,0.177083335,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
1261,1261,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.024113475177304965,0.008724827435104398,0.11764706000000001,0.24754901999999998,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False
1262,1262,0.07407407407407407,0.008235899698507245,0.041666666666666664,0.0141155712395236,0.02695035460992908,0.007222406418899801,0.083333335,0.13095238,0.04516602046458432,0.0,Mar,3,2,1,1,Returning_Visitor,False,False
1263,1263,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.025531914893617023,0.023045632567594714,0.055555555000000006,0.22222222000000008,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False
1264,1264,0.14814814814814814,0.04603279652915656,0.0,0.00039209920109787774,0.01843971631205674,0.007437856770376385,0.0,0.03125,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False
1265,1265,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.0,Mar,1,1,4,1,Returning_Visitor,False,False
1266,1266,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00851063829787234,0.003329450421438497,0.133333335,0.1984127,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False
1267,1267,0.18518518518518517,0.14368703581145673,0.0,0.00039209920109787774,0.015602836879432626,0.007831242540566606,0.0,0.07692307500000001,0.0,0.0,Mar,1,8,1,11,New_Visitor,False,False
1268,1268,0.0,0.0002941392749466873,0.125,0.02234965446257903,0.014184397163120569,0.005783552375268751,0.0,0.083333335,0.0,0.0,Mar,1,1,4,2,New_Visitor,True,False
1269,1269,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.007092198581560284,0.0021518983167246384,0.1,0.6,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,True,False
1270,1270,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.014184397163120569,0.0038171445676773753,0.1,0.2,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
1271,1271,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.01702127659574468,0.007190362412496284,0.0,0.1,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,False,False
1272,1272,0.18518518518518517,0.11112581807485845,0.125,0.041823914796843595,0.00851063829787234,0.00691629497613522,0.0,0.016666665,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
1273,1273,0.14814814814814814,0.290168394734907,0.16666666666666666,0.12115865313924423,0.00851063829787234,0.005142672247198429,0.0,0.07692307500000001,0.0,0.0,Mar,2,2,3,2,New_Visitor,False,False
1274,1274,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.000578355237526875,0.0,0.166666665,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
1275,1275,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.028368794326241138,0.008123025363623727,0.0,0.055555555000000006,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,False,False
1276,1276,0.25925925925925924,0.17854253989263916,0.041666666666666664,0.013331372837327844,0.03687943262411348,0.009886097015718187,0.0,0.035714285,0.0,0.0,Mar,1,1,7,2,Returning_Visitor,False,False
1277,1277,0.4074074074074074,0.4828563597323333,0.0,0.00039209920109787774,0.02269503546099291,0.028930787889996566,0.0,0.06818182,0.02980222280811166,0.0,Mar,1,1,2,3,Returning_Visitor,False,False
1278,1278,0.037037037037037035,0.0002941392749466873,0.0,0.00039209920109787774,0.011347517730496455,0.0068308442918714705,0.0,0.11111111000000001,0.0,0.0,Mar,2,4,6,1,Returning_Visitor,True,False
1279,1279,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.007092198581560284,0.0020789526105695778,0.0,0.2,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,True,False
1280,1280,0.07407407407407407,0.018824913596587986,0.0,0.00039209920109787774,0.04964539007092199,0.013307380870142368,0.0,0.027027025000000003,0.0,0.0,Mar,2,2,3,2,New_Visitor,True,False
1281,1281,0.4074074074074074,0.067366064504743,0.041666666666666664,0.012939273636229966,0.024113475177304965,0.007171538145303316,0.036290325,0.22175674,0.0,0.0,Mar,1,2,9,8,Returning_Visitor,False,False
1282,1282,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.007092198581560284,0.0022508960595640543,0.0,0.2,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,False,False
1283,1283,0.2222222222222222,0.04046049138907273,0.0,0.00039209920109787774,0.08368794326241136,0.050423496285014774,0.014925375,0.059618575,0.023682381271830824,0.0,Mar,2,4,2,2,Returning_Visitor,True,True
1284,1284,0.1111111111111111,0.02264872417089492,0.0,0.00039209920109787774,0.03404255319148936,0.01625405242201838,0.0,0.041666665,0.0,0.0,Mar,2,2,4,3,New_Visitor,False,False
1285,1285,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,False,False
1286,1286,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00851063829787234,0.003391975311981943,0.0,0.166666665,0.0,0.0,Mar,2,4,7,10,Returning_Visitor,False,False
1287,1287,0.07407407407407407,0.0035296712993602474,0.0,0.00039209920109787774,0.028368794326241138,0.005700185855065197,0.05,0.083333335,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,True,False
1288,1288,0.037037037037037035,0.0002941392749466873,0.0,0.00039209920109787774,0.024113475177304965,0.020558965571816825,0.229166665,0.5,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,False,False
1289,1289,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.007092198581560284,0.0022977897274716387,0.733333335,0.933333335,0.0,0.0,Mar,3,2,7,3,Returning_Visitor,False,False
1290,1290,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.011347517730496455,0.0035795499836122806,0.0,0.142857145,0.0,0.0,Mar,4,1,3,2,Returning_Visitor,False,False
1291,1291,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0028368794326241137,1.5631222635861488e-05,1.0,1.0,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
1292,1292,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.015602836879432626,0.006576836924038721,0.0,0.030303029999999998,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False
1293,1293,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.021276595744680854,0.004236061334318463,0.142857145,0.17857142999999998,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,False,False
1294,1294,0.037037037037037035,0.0006863249747775572,0.0,0.00039209920109787774,0.04539007092198582,0.00619343776848398,0.030303029999999998,0.055555555000000006,0.0,0.0,Mar,2,4,1,2,Returning_Visitor,True,False
1295,1295,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.005673758865248227,0.00015631222635861488,0.5,0.75,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False
1296,1296,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.024113475177304965,0.01478730651866253,0.031674209999999994,0.11944778,0.0,0.0,Mar,3,2,3,10,Returning_Visitor,False,False
1297,1297,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.0014224412598633953,0.0,0.333333335,0.0,0.0,Mar,1,2,5,10,Returning_Visitor,False,False
1298,1298,0.0,0.0002941392749466873,0.041666666666666664,0.021957555261481153,0.012765957446808512,0.014659481628144387,0.0,0.11111111000000001,0.14721025675569505,0.0,Mar,1,1,1,2,Returning_Visitor,True,True
1299,1299,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.0001406810037227534,0.0,0.333333335,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False
1300,1300,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.028368794326241138,0.007010603352183877,0.1,0.2,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
1301,1301,0.18518518518518517,0.09147731450841974,0.041666666666666664,0.029015340881242954,0.02269503546099291,0.006524472328208584,0.0,0.055555555000000006,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,True,False
1302,1302,0.18518518518518517,0.41723656151187594,0.0,0.00039209920109787774,0.05106382978723405,0.01644792707035743,0.0,0.011466010000000002,0.0,0.0,Mar,2,2,5,2,Returning_Visitor,True,False
1303,1303,0.1111111111111111,0.2826678432237665,0.0,0.00039209920109787774,0.014184397163120569,0.019054460393115157,0.0,0.09090909,0.0,0.0,Mar,2,5,1,2,New_Visitor,False,False
1304,1304,0.07407407407407407,0.005588646223987059,0.0,0.00039209920109787774,0.021276595744680854,0.01183804594237139,0.0625,0.3125,0.08083521539890397,0.0,Mar,2,10,3,1,Returning_Visitor,False,True
1305,1305,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.007092198581560284,0.003298187976166774,0.6,0.8,0.0,0.0,Mar,1,10,1,1,Returning_Visitor,False,False
1306,1306,0.07407407407407407,0.015589381572174427,0.0,0.00039209920109787774,0.03404255319148936,0.006691465889513999,0.131944445,0.29861111,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
1307,1307,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0028368794326241137,0.0005001991243475676,0.0,0.125,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,False,False
1308,1308,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.005673758865248227,0.006080545605350119,0.25,0.375,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False
1309,1309,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.005673758865248227,0.0023837614519688767,0.0,0.25,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False
1310,1310,0.07407407407407407,0.005686692647988823,0.0,0.00039209920109787774,0.05106382978723405,0.02170561049299766,0.026315790000000002,0.12719298,0.0,0.0,Mar,2,2,8,1,Returning_Visitor,True,False
1311,1311,0.18518518518518517,0.03147290241929554,0.0,0.00039209920109787774,0.04255319148936171,0.022180704920287453,0.0,0.05172414,0.0,0.0,Mar,2,2,3,2,New_Visitor,False,False
1312,1312,0.2222222222222222,0.027322270428707995,0.0,0.00039209920109787774,0.03546099290780142,0.006849949119190162,0.142857145,0.17500000000000002,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,True,False
1313,1313,0.1111111111111111,0.005588646223987059,0.0,0.00039209920109787774,0.019858156028368795,0.006447879337292864,0.0,0.11764706000000001,0.0,0.0,Mar,2,2,8,2,Returning_Visitor,False,False
1314,1314,0.07407407407407407,0.01088315317302743,0.0,0.00039209920109787774,0.01843971631205674,0.002235264836928193,0.0,0.066666665,0.0,0.0,Mar,4,2,4,8,Returning_Visitor,False,False
1315,1315,0.0,0.0002941392749466873,0.041666666666666664,0.011370876831838454,0.01843971631205674,0.007435251567645822,0.0,0.07142857,0.09235309161866008,0.0,Mar,2,2,1,6,Returning_Visitor,False,True
1316,1316,0.07407407407407407,0.0052945069490403715,0.0,0.00039209920109787774,0.028368794326241138,0.022143580766527282,0.063492065,0.22380952499999998,0.09005411329752723,0.0,Mar,3,3,1,10,Returning_Visitor,False,False
1317,1317,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,0.0,1.0,0.0,0.0,Mar,2,2,5,1,Returning_Visitor,False,False
1318,1318,0.25925925925925924,0.04132656813000957,0.0,0.00039209920109787774,0.04255319148936171,0.02266140223428129,0.030303029999999998,0.06439394,0.0,0.0,Mar,1,2,3,2,New_Visitor,False,False
1319,1319,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.001524044206996495,0.0,0.11111111000000001,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,True,False
1320,1320,0.14814814814814814,0.052650930215457026,0.08333333333333333,0.08234083223055433,0.024113475177304965,0.043433957302724195,0.0,0.045454545,0.0,0.0,Mar,3,2,7,1,Returning_Visitor,False,False
1321,1321,0.1111111111111111,0.0532392087653504,0.0,0.00039209920109787774,0.01702127659574468,0.02246988253905089,0.0,0.066666665,0.0767325357267928,0.0,Mar,2,2,2,2,Returning_Visitor,True,True
1322,1322,0.07407407407407407,0.03186508810941982,0.0,0.00039209920109787774,0.011347517730496455,0.0035170250930688348,0.0,0.05,0.0,0.0,Mar,1,2,7,2,Returning_Visitor,True,False
1323,1323,0.14814814814814814,0.015589381572174427,0.041666666666666664,0.003136793608783022,0.06524822695035462,0.048269215499540274,0.018867925,0.10691824000000001,0.046843936987705066,0.0,Mar,2,2,3,8,Returning_Visitor,False,True
1324,1324,0.07407407407407407,0.06235752628869771,0.041666666666666664,0.023133852864774786,0.10070921985815603,0.05354605573581944,0.006578944999999999,0.075,0.0,0.0,Mar,2,2,5,3,Returning_Visitor,True,False
1325,1325,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,False,False
1326,1326,0.0,0.0002941392749466873,0.08333333333333333,0.018428662451600256,0.012765957446808512,0.008550278781816235,0.0,0.1,0.0,0.0,Mar,2,6,1,2,Returning_Visitor,False,False
1327,1327,0.037037037037037035,0.0014706963747334364,0.0,0.00039209920109787774,0.060992907801418444,0.022188520531605384,0.0,0.09090909,0.0,0.0,Mar,4,1,2,3,Returning_Visitor,True,False
1328,1328,0.037037037037037035,0.020589749246268108,0.0,0.00039209920109787774,0.011347517730496455,0.006627638397605271,0.0,0.125,0.07753939961665351,0.0,Mar,2,4,1,8,New_Visitor,False,True
1329,1329,0.14814814814814814,0.054195161408927134,0.041666666666666664,0.008626182424153311,0.028368794326241138,0.010197809647636034,0.0,0.020833334999999998,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False
1330,1330,0.07407407407407407,0.016471799397014486,0.0,0.00039209920109787774,0.00851063829787234,0.003915621270283303,0.0,0.166666665,0.0,0.0,Mar,2,2,7,2,New_Visitor,False,False
1331,1331,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.015602836879432626,0.005283353250921183,0.227272725,0.30909091,0.0,0.0,Mar,1,1,9,3,Returning_Visitor,False,False
1332,1332,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,True,False
1333,1333,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.03687943262411348,0.021551856097386295,0.0,0.04,0.25564255227535837,0.0,Mar,2,2,7,2,Returning_Visitor,False,True
1334,1334,0.0,0.0002941392749466873,0.041666666666666664,0.032936332892221726,0.02269503546099291,0.0035013938704329733,0.0,0.11764706000000001,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
1335,1335,0.037037037037037035,0.0011765570997867491,0.08333333333333333,0.14664510121060625,0.00851063829787234,0.0010603179354138335,0.0,0.0625,0.0,0.0,Mar,2,4,1,8,New_Visitor,False,False
1336,1336,0.037037037037037035,0.18079760767703512,0.0,0.00039209920109787774,0.005673758865248227,0.014974711285155306,0.80952381,0.481493505,0.0,0.0,Mar,3,2,8,10,Returning_Visitor,False,False
1337,1337,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0028368794326241137,0.002125846278477162,0.0,0.5,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False
1338,1338,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.05106382978723405,0.018252988053616297,0.0,0.125,0.012712716801981975,0.0,Mar,1,1,1,3,Returning_Visitor,True,True
1339,1339,0.07407407407407407,0.0038011844753290686,0.08333333333333333,0.05489388815370288,0.11347517730496455,0.064099539145554,0.020585315,0.026398340000000003,0.04666221120265342,0.0,Mar,3,2,1,2,Returning_Visitor,True,True
1340,1340,0.037037037037037035,0.0002941392749466873,0.0,0.00039209920109787774,0.005673758865248227,0.0005001991243475676,0.0,0.25,0.0,0.0,Mar,2,2,2,10,Returning_Visitor,True,False
1341,1341,0.037037037037037035,0.0026472534745201858,0.041666666666666664,0.03999411851198353,0.01702127659574468,0.0032352909140279796,0.07692307500000001,0.12179487,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,False,False
1342,1342,0.037037037037037035,0.0023531141995734983,0.29166666666666663,0.055678086555898634,0.03546099290780142,0.02571336123599215,0.01075269,0.09408602,0.0,0.0,Mar,2,4,1,10,Returning_Visitor,False,False
1343,1343,0.07407407407407407,0.03029634531950879,0.0,0.00039209920109787774,0.005673758865248227,0.00420479888904674,0.0,0.066666665,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,True,False
1344,1344,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.011347517730496455,0.0024931800104199073,0.0,0.25,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,True,False
1345,1345,0.037037037037037035,0.0023531141995734983,0.0,0.00039209920109787774,0.015602836879432626,0.004673735568122585,0.0,0.033333335,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,True,False
1346,1346,0.1111111111111111,0.44137699213177445,0.041666666666666664,0.07332255060530314,0.04397163120567376,0.04543908339868504,0.0,0.05107527,0.0,0.0,Mar,2,6,7,1,Returning_Visitor,False,False
1347,1347,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.05815602836879433,0.006565113507061825,0.06504065,0.17479675,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False
1348,1348,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.007092198581560284,0.004376742338041217,0.0,0.2,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,False,False
1349,1349,0.037037037037037035,0.0002941392749466873,0.0,0.00039209920109787774,0.060992907801418444,0.02012815170968413,0.022727275,0.151330615,0.01185661347506092,0.0,Mar,3,2,1,6,Returning_Visitor,False,False
1350,1350,0.037037037037037035,0.022060445621001543,0.0,0.00039209920109787774,0.06950354609929078,0.025276989598863944,0.02,0.08,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False
1351,1351,0.07407407407407407,0.36002647253474523,0.16666666666666666,0.163505366857815,0.029787234042553193,0.04309013719694957,0.022727275,0.13787879,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,True,False
1352,1352,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.03687943262411348,0.01026632650633552,0.01923077,0.068910255,0.0,0.0,Mar,1,1,8,3,Returning_Visitor,False,False
1353,1353,0.14814814814814814,0.06098487632914185,0.0,0.00039209920109787774,0.028368794326241138,0.014354933307643397,0.0,0.041666665,0.06588065118086948,0.0,Mar,4,2,1,2,Returning_Visitor,True,True
1354,1354,0.1111111111111111,0.020001470696374733,0.0,0.00039209920109787774,0.01702127659574468,0.005533452813094967,0.0,0.07692307500000001,0.0,0.0,Mar,2,2,3,2,New_Visitor,False,False
